metadata_author,metadata_title,lexical_statistics_total_words,lexical_statistics_unique_words,lexical_statistics_sentences,lexical_statistics_type_token_ratio,lexical_statistics_lexical_density,lexical_statistics_hapax_legomena,lexical_statistics_dis_legomena,lexical_statistics_hapax_ratio,lexical_statistics_yules_k,lexical_statistics_avg_word_length,lexical_statistics_word_length_distribution,lexical_statistics_most_common_words,syntactic_statistics_avg_sentence_length,syntactic_statistics_max_sentence_length,syntactic_statistics_min_sentence_length,syntactic_statistics_sentence_length_std,syntactic_statistics_pos_distribution_PROPN,syntactic_statistics_pos_distribution_VERB,syntactic_statistics_pos_distribution_SPACE,syntactic_statistics_pos_distribution_ADP,syntactic_statistics_pos_distribution_PRON,syntactic_statistics_pos_distribution_NOUN,syntactic_statistics_pos_distribution_PUNCT,syntactic_statistics_pos_distribution_NUM,syntactic_statistics_pos_distribution_DET,syntactic_statistics_pos_distribution_AUX,syntactic_statistics_pos_distribution_ADV,syntactic_statistics_pos_distribution_SYM,syntactic_statistics_pos_distribution_PART,syntactic_statistics_pos_distribution_CCONJ,syntactic_statistics_pos_distribution_ADJ,syntactic_statistics_pos_distribution_SCONJ,syntactic_statistics_pos_distribution_X,syntactic_statistics_pos_distribution_INTJ,syntactic_statistics_normalized_pos_PROPN,syntactic_statistics_normalized_pos_VERB,syntactic_statistics_normalized_pos_SPACE,syntactic_statistics_normalized_pos_ADP,syntactic_statistics_normalized_pos_PRON,syntactic_statistics_normalized_pos_NOUN,syntactic_statistics_normalized_pos_PUNCT,syntactic_statistics_normalized_pos_NUM,syntactic_statistics_normalized_pos_DET,syntactic_statistics_normalized_pos_AUX,syntactic_statistics_normalized_pos_ADV,syntactic_statistics_normalized_pos_SYM,syntactic_statistics_normalized_pos_PART,syntactic_statistics_normalized_pos_CCONJ,syntactic_statistics_normalized_pos_ADJ,syntactic_statistics_normalized_pos_SCONJ,syntactic_statistics_normalized_pos_X,syntactic_statistics_normalized_pos_INTJ,syntactic_statistics_noun_verb_ratio,syntactic_statistics_adj_noun_ratio,syntactic_statistics_adv_verb_ratio,syntactic_statistics_dependency_distribution_compound,syntactic_statistics_dependency_distribution_ROOT,syntactic_statistics_dependency_distribution_dep,syntactic_statistics_dependency_distribution_agent,syntactic_statistics_dependency_distribution_nmod,syntactic_statistics_dependency_distribution_appos,syntactic_statistics_dependency_distribution_dative,syntactic_statistics_dependency_distribution_pobj,syntactic_statistics_dependency_distribution_punct,syntactic_statistics_dependency_distribution_nummod,syntactic_statistics_dependency_distribution_det,syntactic_statistics_dependency_distribution_nsubjpass,syntactic_statistics_dependency_distribution_auxpass,syntactic_statistics_dependency_distribution_advmod,syntactic_statistics_dependency_distribution_prep,syntactic_statistics_dependency_distribution_advcl,syntactic_statistics_dependency_distribution_nsubj,syntactic_statistics_dependency_distribution_aux,syntactic_statistics_dependency_distribution_cc,syntactic_statistics_dependency_distribution_conj,syntactic_statistics_dependency_distribution_neg,syntactic_statistics_dependency_distribution_dobj,syntactic_statistics_dependency_distribution_relcl,syntactic_statistics_dependency_distribution_xcomp,syntactic_statistics_dependency_distribution_prt,syntactic_statistics_dependency_distribution_amod,syntactic_statistics_dependency_distribution_ccomp,syntactic_statistics_dependency_distribution_npadvmod,syntactic_statistics_dependency_distribution_poss,syntactic_statistics_dependency_distribution_attr,syntactic_statistics_dependency_distribution_predet,syntactic_statistics_dependency_distribution_pcomp,syntactic_statistics_dependency_distribution_preconj,syntactic_statistics_dependency_distribution_acomp,syntactic_statistics_dependency_distribution_mark,syntactic_statistics_dependency_distribution_acl,syntactic_statistics_dependency_distribution_quantmod,syntactic_statistics_dependency_distribution_case,syntactic_statistics_dependency_distribution_parataxis,syntactic_statistics_dependency_distribution_intj,syntactic_statistics_dependency_distribution_oprd,syntactic_statistics_dependency_distribution_csubj,syntactic_statistics_dependency_distribution_meta,syntactic_statistics_dependency_distribution_expl,syntactic_statistics_dependency_distribution_csubjpass,syntactic_statistics_subordinating_conj_ratio,syntactic_statistics_punctuation_distribution,readability_metrics_flesch_reading_ease,readability_metrics_flesch_kincaid_grade,readability_metrics_gunning_fog,readability_metrics_smog_index,readability_metrics_coleman_liau_index,readability_metrics_automated_readability_index,readability_metrics_dale_chall_readability_score,readability_metrics_avg_syllables_per_word,readability_metrics_difficult_words_ratio,distinctive_features_common_bigrams,distinctive_features_common_trigrams,distinctive_features_named_entity_types_PERSON,distinctive_features_named_entity_types_WORK_OF_ART,distinctive_features_named_entity_types_CARDINAL,distinctive_features_named_entity_types_DATE,distinctive_features_named_entity_types_ORG,distinctive_features_named_entity_types_ORDINAL,distinctive_features_named_entity_types_GPE,distinctive_features_named_entity_types_LOC,distinctive_features_named_entity_types_NORP,distinctive_features_named_entity_types_PRODUCT,distinctive_features_named_entity_types_EVENT,distinctive_features_named_entity_types_TIME,distinctive_features_named_entity_types_FAC,distinctive_features_named_entity_types_QUANTITY,distinctive_features_named_entity_types_LAW,distinctive_features_named_entity_types_LANGUAGE,distinctive_features_named_entity_types_PERCENT,distinctive_features_named_entity_types_MONEY,distinctive_features_function_words,distinctive_features_sentence_initial_distribution_So,distinctive_features_sentence_initial_distribution_But,distinctive_features_sentence_initial_distribution_To,distinctive_features_sentence_initial_distribution_The,distinctive_features_sentence_initial_distribution_O,distinctive_features_sentence_initial_distribution_Thus,distinctive_features_sentence_initial_distribution_He,distinctive_features_sentence_initial_distribution_This,distinctive_features_sentence_initial_distribution_And,distinctive_features_sentence_initial_distribution_What
Author Name,Sample Title,99942,9709,1947,0.0971,0.367,4734,1531,0.0474,164.53,3.94,"Counter({1: 18006, 3: 17672, 4: 17359, 2: 12324, 5: 11795, 6: 8113, 7: 5780, 8: 3761, 9: 2531, 10: 1489, 11: 617, 12: 277, 13: 121, 14: 54, 15: 16, 16: 11, 17: 10, 25: 2, 24: 2, 18: 1, 19: 1})","{',': 10399, 'and': 3479, 'the': 3161, 'to': 2328, ';': 2328, 'of': 2180, 'in': 1432, '.': 1381, 'with': 1207, 'his': 1181, 'or': 793, ':': 779, 'that': 720, 'all': 711, 'from': 700, 'not': 681, 'a': 602, 'i': 596, 'but': 594, 'their': 594}",51.34,528,2,47.25,6026,11256,10931,10107,8573,17259,16289,337,5744,2555,4397,7,2233,5250,7887,2126,54,137,60.29,112.63,109.37,101.13,85.78,172.69,162.98,3.37,57.47,25.56,44.0,0.07,22.34,52.53,78.92,21.27,0.54,1.37,2.07,0.34,0.39,2907,2237,11317,116,229,1302,62,9399,16287,230,5548,291,381,5124,9558,2242,6557,2692,5185,5892,742,4566,1067,610,222,6202,2049,559,3229,333,245,536,71,421,1238,616,9,266,83,68,201,78,158,39,4,1.0919,"{'(': 81, ')': 78, '-': 346, ',': 10396, '.': 1412, ';': 2320, ':': 775, '“': 49, '”': 52, '’': 100, '—': 107, '?': 314, '!': 264, ';)': 3, '*': 6, '/': 2, '•': 4, '%': 1, '‘': 1}",45.56,17.4,18.17,13.5,9.94,22.0,7.24,1.14,0.0616,"{', and': 1896, '; and': 386, ', or': 371, ', as': 284, ', to': 273, '’ s': 268, ', the': 243, ', but': 237, ', that': 230, ', with': 211, 'to the': 195, ', in': 192, ', though': 169, 'in the': 141, '; but': 135}","{', and the': 69, '; and ,': 64, ', and with': 63, ', and to': 57, ', and in': 53, 'heaven ’ s': 53, ', and all': 46, ', and ,': 41, '. to whom': 39, 'o ’ er': 35, ', and from': 34, ', and of': 33, 'in heaven ,': 28, 'of heaven ,': 27, 'to whom thus': 27}",1172,146,280,216,826,202,364,271,153,135,13,115,25,4,10,2,1,1,"[',', 'and', 'the', 'to', ';', 'of', 'in', '.', 'with', 'his', 'or', ':', 'that', 'all', 'from', 'not', 'a', 'i', 'but', 'their', 'as', 'he', 'on', 'by', '’', 'for', 'this', 'so', 'thou', 'thy', 'heaven', 'what', 'they', 'thee', 'be', 'him', 'now', 'her', 'thus', 'which', '?', 'who', 'at', 'shall', 'me', 'our', 's', '!', 'my', 'is']",86,84,81,58,53,42,36,35,35,32
